key,en,hi
"tripStageValue","{stage, select, assigned {Assigned} pickup_pending {Pickup pending} picked_up {Picked up} in_transit {In transit} delivered {Delivered} proof_submitted {Proof submitted} completed {Completed} disputed {Disputed} cancelled {Cancelled} other {Unknown}}","{stage, select, assigned {असाइन किया गया} pickup_pending {पिकअप लंबित} picked_up {पिक किया गया} in_transit {रास्ते में} delivered {डिलीवर किया गया} proof_submitted {प्रूफ जमा किया गया} completed {पूर्ण} disputed {विवादित} cancelled {रद्द} other {अज्ञात}}"
"truckCount","{count} truck{count, plural, one {} other {s}}","{count} ट्रक{count, plural, one {} other {}}"
"truckerChatLockedLabel","Chat unavailable: {reason}","Chat उपलब्ध नहीं है: {reason}"
"truckerChatSupplierAction","Chat with supplier","Supplier से chat करें"
"truckerDashboardActionNeededStatus","action needed","कार्रवाई आवश्यक"
"truckerDashboardAddApproveFirstTruckTitle","Add and approve your first truck","अपना पहला truck जोड़ें और approve कराएँ"
"truckerDashboardApprovedTruckCount","{count, plural, =1 {# approved truck} other {# approved trucks}}","{count, plural, one {{count} स्वीकृत ट्रक} other {{count} स्वीकृत ट्रक}}"
"truckerDashboardBookingActivitySubtitle","{count, plural, one {{count} active bid waiting for supplier review} other {{count} active bids waiting for supplier review}}","{count, plural, one {{count} active bid supplier review का इंतज़ार कर रही है} other {{count} active bids supplier review का इंतज़ार कर रही हैं}}"
"truckerDashboardBookingActivityTitle","Booking activity","बुकिंग गतिविधि"
"truckerDashboardCompleteFleetVerificationTitle","Complete fleet and verification setup","Fleet और verification setup पूरा करें"
"truckerDashboardCompleteVerificationTitle","Complete trucker verification","Trucker verification पूरी करें"
"truckerDashboardFixVerificationAction","Fix verification","वेरिफिकेशन ठीक करें"
"truckerDashboardFleetReadinessTitle","Fleet readiness","फ़्लीट तैयारियाँ"
"truckerDashboardFleetReviewActivityTitle","Fleet review activity","फ़्लीट समीक्षा गतिविधि"
"truckerDashboardLoadFailureMessage","We could not load your trucker dashboard right now. Retry shortly to refresh the latest KPIs and activity summary.","अभी आपका trucker dashboard लोड नहीं हो सका। Latest KPIs और activity summary refresh करने के लिए थोड़ी देर बाद फिर कोशिश करें।"
